Make,Model,Year,Mileage,Price,Condition,Dealer,Image Link
Volvo,V60,2015,171132,N/A,Shows signs of excessive wear and tear,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/F00403056/Ext360/F0040305636000.webp
Audi,Q5,2015,118000,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/F10114099/Ext360/F1011409936000.webp
Nissan,X Trail,2017,170000,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/FA9304794/Ext360/FA930479436000.webp
Audi,Q3,2017,112000,N/A,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/FC5612928/Ext360/FC561292836000.webp
Toyota,Fortuner,2020,150795,384900,Shows signs of excessive wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/0E5404964/Ext360/0E540496436000.webp
Mercedes-Benz,CLS Class,2012,120300,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/135709974/Ext360/13570997436000.webp
Toyota,Fortuner,2017,151000,369900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/161813588/Ext360/16181358836000.webp
Volkswagen,Tiguan,2013,176000,N/A,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/19AA05812/Ext360/19AA0581236000.webp
Toyota,Fortuner,2019,151000,398900,Normal wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/1E5703654/Ext360/1E570365436000.webp
Hyundai,H-1,2013,179000,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/3C6901402/Ext360/3C690140236000.webp
Toyota,Hilux,2020,150000,433900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/800B00385/Ext360/800B0038536000.webp
Audi,Q5,2013,131000,N/A,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/8D2B14087/Ext360/8D2B1408736000.webp
Renault,Duster,2020,128417,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/972F09101/Ext360/972F0910136000.webp
Audi,Q2,2020,122000,N/A,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/98B502548/Ext360/98B50254836000.webp
Mercedes-Benz,ML,2010,175000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/9ECD08613/Ext360/9ECD0861336000.webp
Audi,Q3,2016,133989,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/A74005841/Ext360/A7400584136000.webp
Jeep,Wrangler,2008,177666,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/D14604563/Ext360/D1460456336000.webp
BMW,1 Series,2017,175040,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/D53514375/Ext360/D5351437536000.webp
Audi,Q5,2017,131000,N/A,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/D70212982/Ext360/D7021298236000.webp
Ford,Kuga,2013,173000,N/A,Shows signs of excessive wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/DF4D11719/Ext360/DF4D1171936000.webp
Audi,Q5,2012,288891,88900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/F03405346/Ext360/F0340534636000.webp
Ford,Everest,2017,122000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/F3F109871/Ext360/F3F10987136000.webp
Mitsubishi,Pajero,2012,178000,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/FCF111563/Ext360/FCF11156336000.webp
Ford,Fiesta ST,2014,180000,N/A,Shows signs of excessive wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/007D05809/Ext360/007D0580936000.webp
Land Rover,Discovery,2017,151941,537900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/102804581/Ext360/10280458136000.webp
Toyota,Prado,2016,151000,480900,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/126F08543/Ext360/126F0854336000.webp
Mercedes-Benz,ML,2014,140000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/34F912943/Ext360/34F91294336000.webp
Mercedes-Benz,GLC,2016,152000,319900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/3C6911905/Ext360/3C691190536000.webp
Audi,A7,2014,150000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/4E7306843/Ext360/4E730684336000.webp
Volkswagen,T6,2017,155000,N/A,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/526A12798/Ext360/526A1279836000.webp
Volkswagen,Polo,2020,163000,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/623B12015/Ext360/623B1201536000.webp
Mercedes-Benz,C Class Coupe,2012,179000,N/A,Shows signs of excessive wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/6B1E14680/Ext360/6B1E1468036000.webp
Audi,Q5,2014,183000,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/7A5E12117/Ext360/7A5E1211736000.webp
Volkswagen,Jetta 6,2016,182125,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/997808682/Ext360/99780868236000.webp
Toyota,RAV 4,2017,139000,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/A53C10969/Ext360/A53C1096936000.webp
Mercedes-Benz,GLA,2015,144900,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/AE0212842/Ext360/AE021284236000.webp
Ford,Kuga,2017,162000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/B22503421/Ext360/B2250342136000.webp
BMW,5 Series,2016,184000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/BFFC13318/Ext360/BFFC1331836000.webp
Volkswagen,Caddy,2016,183000,N/A,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/E21703071/Ext360/E2170307136000.webp
Jeep,Wrangler,2011,179000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/FBF600466/Ext360/FBF60046636000.webp
Nissan,Patrol,2013,151059,423900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/FCC208812/Ext360/FCC20881236000.webp
Toyota,Fortuner,2018,153783,394900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/1CBB05924/Ext360/1CBB0592436000.webp
Land Rover,Discovery,2012,186000,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/F40909263/Ext360/F4090926336000.webp
Volkswagen,Polo Vivo,2021,31000,N/A,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/F54712906/Ext360/F5471290636000.webp
Mercedes-Benz,C Class Sedan,2015,133404,N/A,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/124D00236/Ext360/124D0023636000.webp
Nissan,X Trail,2014,195535,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/17A007895/Ext360/17A00789536000.webp
Toyota,Quantum,2019,155900,427900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/184804564/Ext360/18480456436000.webp
Mercedes-Benz,ML,2008,198208,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/46C112610/Ext360/46C11261036000.webp
BMW,X5,2012,197789,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/477E09055/Ext360/477E0905536000.webp
KIA,Sorento,2016,128000,N/A,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/487712877/Ext360/48771287736000.webp
Volkswagen,Polo,2018,85000,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/4DD112648/Ext360/4DD11264836000.webp
Toyota,Fortuner Epic,2015,155000,339900,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/80DD16596/Ext360/80DD1659636000.webp
Nissan,Patrol,2006,197000,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/AD1007275/Ext360/AD100727536000.webp
Audi,Q5,2010,197160,N/A,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/B22211047/Ext360/B2221104736000.webp
BMW,3 Series,2019,95000,N/A,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/B8A805316/Ext360/B8A80531636000.webp
Mercedes-Benz,GLC,2017,156000,449900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/BEFC13351/Ext360/BEFC1335136000.webp
Audi,A4,2016,101000,N/A,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/D6F304630/Ext360/D6F30463036000.webp
Mahindra,KUV 100 NXT,2022,36000,96000,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/C59E01914/Ext360/C59E0191436000.webp
Toyota,Corolla,2015,196000,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/D9E311754/Ext360/D9E31175436000.webp
Toyota,Prado,2015,155000,522900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/DE9B14715/Ext360/DE9B1471536000.webp
Chevrolet,Trailblazer,2014,195000,N/A,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/EFF810568/Ext360/EFF81056836000.webp
Honda,CR-V,2017,105000,N/A,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/F5F510812/Ext360/F5F51081236000.webp
Jeep,Wrangler,2014,199000,N/A,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/04F214299/Ext360/04F21429936000.webp
KIA,Picanto,2012,71143,94900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/0AB311547/Ext360/0AB31154736000.webp
Toyota,Fortuner,2016,156744,379900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/0A2606511/Ext360/0A260651136000.webp
Jeep,Grand Cherokee,2014,200000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/1A3C01331/Ext360/1A3C0133136000.webp
Volkswagen,Tiguan,2013,146000,N/A,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/2C6308830/Ext360/2C630883036000.webp
Toyota,Fortuner Epic,2015,156361,337900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/33BA04577/Ext360/33BA0457736000.webp
BMW,1 Series,2014,199000,N/A,Shows signs of excessive wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/34DF06167/Ext360/34DF0616736000.webp
Volvo,Xc60,2016,200000,N/A,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/64D612297/Ext360/64D61229736000.webp
Toyota,FJ Cruiser,2011,156000,315900,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/6B7E08188/Ext360/6B7E0818836000.webp
Mercedes-Benz,C Class,2015,154152,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/6E2014314/Ext360/6E201431436000.webp
Nissan,X Trail,2018,199330,N/A,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/C8F908556/Ext360/C8F90855636000.webp
Land Rover,Range Rover Evoque,2013,142597,N/A,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/CDDF12137/Ext360/CDDF1213736000.webp
Land Rover,Discovery,2010,200000,N/A,Shows signs of excessive wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/D16713551/Ext360/D1671355136000.webp
Volvo,S90,2017,146000,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/D25511750/Ext360/D2551175036000.webp
Land Rover,Discovery Sport,2015,144100,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/D6C400325/Ext360/D6C40032536000.webp
Mercedes-Benz,GLC,2016,149000,N/A,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/E51C03854/Ext360/E51C0385436000.webp
BMW,3 Series,2016,146000,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/E81712065/Ext360/E8171206536000.webp
BMW,3 Series,2013,202000,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/EAF007954/Ext360/EAF00795436000.webp
Mini,Hatch,2015,202055,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/12C808313/Ext360/12C80831336000.webp
Land Rover,Discovery,2016,157500,400900,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/16E001285/Ext360/16E00128536000.webp
Mercedes-Benz,GLC,2016,157266,312900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/1C3E14475/Ext360/1C3E1447536000.webp
Porsche,Cayenne,2012,179687,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/C3CE00534/Ext360/C3CE0053436000.webp
Ford,Everest,2019,159778,N/A,Shows signs of excessive wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/CB5112732/Ext360/CB511273236000.webp
Audi,Q5,2014,210000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/CC6215304/Ext360/CC621530436000.webp
Land Rover,Discovery Sport,2016,164000,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/CF0E01762/Ext360/CF0E0176236000.webp
Land Rover,Discovery Sport,2016,168705,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/DDDA07259/Ext360/DDDA0725936000.webp
Land Rover,Discovery,2015,178000,N/A,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/DDF013951/Ext360/DDF01395136000.webp
Volkswagen,Scirocco,2013,204284,N/A,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/F1D212897/Ext360/F1D21289736000.webp
Mitsubishi,ASX,2015,220000,N/A,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/285011771/Ext360/28501177136000.webp
Toyota,Fortuner,2010,219000,N/A,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/47C502745/Ext360/47C50274536000.webp
BMW,X5,2016,158000,380900,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/863C06734/Ext360/863C0673436000.webp
Jeep,Wrangler,2011,62263,N/A,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/8FE810681/Ext360/8FE81068136000.webp
Chevrolet,Lumina,2007,61394,N/A,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/92D206920/Ext360/92D20692036000.webp
Lexus,IS,2014,216095,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/B42805888/Ext360/B4280588836000.webp
Mercedes-Benz,CLK Class Coupe,1998,155000,92900,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/473708896/Ext360/47370889636000.webp
KIA,Picanto,2015,67900,103900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/784A06379/Ext360/784A0637936000.webp
Toyota,Prado,2014,158000,502900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/B9F905614/Ext360/B9F90561436000.webp
Toyota,Fortuner,2016,158000,347900,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/BE9A02413/Ext360/BE9A0241336000.webp
Toyota,Prado,2018,158000,656900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/C0F908274/Ext360/C0F90827436000.webp
Mitsubishi,3000GT GTO,1996,118000,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/CCA311697/Ext360/CCA31169736000.webp
Toyota,Corolla Quest,2017,215200,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/DF4C12792/Ext360/DF4C1279236000.webp
Mercedes-Benz,A Class,2014,106000,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/E7EC04979/Ext360/E7EC0497936000.webp
Volkswagen,Jetta,2015,211500,N/A,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/E95E06313/Ext360/E95E0631336000.webp
Hyundai,Santa-FE,2015,185000,N/A,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/E9F401368/Ext360/E9F40136836000.webp
Ford,Tourneo,2014,166452,N/A,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/F02D07305/Ext360/F02D0730536000.webp
Jeep,Wrangler,2010,89000,N/A,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/F0B112150/Ext360/F0B11215036000.webp
BMW,X5,2008,212715,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/F6AF12028/Ext360/F6AF1202836000.webp
Ford,Kuga,2017,219041,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/FBD407694/Ext360/FBD40769436000.webp
Land Rover,Discovery,2013,220000,N/A,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/00ED05047/Ext360/00ED0504736000.webp
Volkswagen,Tiguan,2013,224000,N/A,Shows signs of excessive wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/04EB02574/Ext360/04EB0257436000.webp
Volvo,Xc90,2018,159000,381900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/237F05387/Ext360/237F0538736000.webp
BMW,X3,2014,226500,N/A,Shows signs of excessive wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/2A9303984/Ext360/2A930398436000.webp
